ICAO;Type;ICAO-Type;W;C;AWC;Model
;;;;;;
M20P;Fixed-wing;1P/S;Light;F;I;4
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
M20T;Fixed-wing;1P/S;Light;F;I;6
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
M21;Fixed-wing;1P/S;Light;F;I;
M212;Fixed-wing;1P/S;Light;F;I;
;;;;;;
M22;Fixed-wing;1P/S;Light;F;I;3
;;;;;;
M24;Fixed-wing;1P/S;Light;F;I;
;;;;;;
M26;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
M28;Fixed-wing;2T/S+;Light/ Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
M2HK;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
M308;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
M326*;Fixed-wing;1J/S+;Light;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
M339*;Fixed-wing;1J/S+;Light;F;III;
;;;;;;
;;;;;;
M346*;Fixed-wing;2J/S+;Medium;F;III;
;;;;;;
;;;;;;
M360;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
M4;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
M404;Fixed-wing;2P/L;Medium;D;III;3
;;;;;;
;;;;;;
;;;;;;
M5;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
M55*;Fixed-wing;2J/L;Medium;D;III;
M6;Fixed-wing;1P/S;Light;F;I;1
M600;Fixed-wing;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
M7;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
M74;Helicopter;1P/S;Light;F;I;
;;;;;;
;;;;;;
M7T;Fixed-wing;1T/S;Light;F;I;1
;;;;;;
;;;;;;
M8;Fixed-wing;1P/S;Light;F;I;
M9;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MA1;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MA5;Fixed-wing;1P/S;Light;F;I;
MA60;Fixed-wing;2T/L;Medium;D;III;
MA6H;Fixed-wing;2T/L;Medium;D;III;
MAGC;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MAGI;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MAGN;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MAJR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MAKO;Fixed-wing;1P/S;Light;F;I;
MAMB;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MAME;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MARS;$Fixed-wing;4P/L;Medium;D;III;
;;;;;;
MAVR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MC10;Fixed-wing;2P/S;Light;F;II;
;;;;;;
;;;;;;
MC23;Fixed-wing;2J/L;Medium;D;III;
MC45;Fixed-wing;1P/S;Light;F;I;
MC90;Fixed-wing;1P/S;Light;F;I;
MCOU;Fixed-wing;1P/S;Light;F;I;
MCOY;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MCR1;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
MCR4;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MCRR;Fixed-wing;1P/S;Light;F;I;
MCUL;Fixed-wing;1P/S;Light;F;I;
MD11;Fixed-wing;3J/H;Heavy;C;III;9
;;;;;;
;;;;;;
;;;;;;
MD3;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
MD3R;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
MD52;Helicopter;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
MD60;Helicopter;1T/S;Light;F;I;
;;;;;;
MD81;Fixed-wing;2J/L;Medium;D;III;7
;;;;;;
MD82;Fixed-wing;2J/L;Medium;D;III;7
;;;;;;
;;;;;;
MD83;Fixed-wing;2J/L;Medium;D;III;8
;;;;;;
MD87;Fixed-wing;2J/L;Medium;D;III;7
MD88;Fixed-wing;2J/L;Medium;D;III;8
;;;;;;
MD90;Fixed-wing;2J/L;Medium;D;III;8
;;;;;;
;;;;;;
;;;;;;
ME08;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
ME09;Fixed-wing;1P/S;Light;F;I;
;;;;;;
ME62*;Fixed-wing;2J/S+;Light;F;III;
MEAD;Fixed-wing;1P/S;Light;F;I;
MEL2;Fixed-wing;1P/S;Light;F;I;
MERK;Fixed-wing;2P/S;Light;F;II;
MESS;Fixed-wing;1P/S;Light;F;I;
METR*;Fixed-wing;2J/S+;Medium;F;III;
MEXP;Fixed-wing;1P/S;Light;F;I;
MF10;Fixed-wing;1P/S;Light;F;I;
;;;;;;PAKISTAN, Mushshak
;;;;;;PAKISTAN, Shahbaz
;;;;;;PAKISTAN, Super Mushshak
MF17;Fixed-wing;1P/S;Light;F;I;SAAB, MFI-15 Safari SAAB, MFI-17 Supporter
;;;;;;SAAB, Safari
;;;;;;SAAB, Supporter
;;;;;;SAAB, T-17 Supporter
;;;;;;AERO (2), CS-102
;;;;;;AERO (2), S-102
;;;;;;AERO (2), S-103
MG15*;Fixed-wing;1J/S+;Light;F;III;MIKOYAN, MiG-15 PZL-MIELEC, LiM-1
;;;;;;PZL-MIELEC, LiM-2
;;;;;;PZL-MIELEC, SBLiM-1
;;;;;;PZL-MIELEC, SBLiM-2
;;;;;;CHENGDU, FT-5
;;;;;;CHENGDU, JJ-5
;;;;;;MIKOYAN, MiG-17
;;;;;;PZL-MIELEC, LiM-5
MG17*;Fixed-wing;1J/S+;Light;F;III;PZL-MIELEC, LiM-6
;;;;;;SHENYANG, F-5
;;;;;;SHENYANG, FT-5
;;;;;;SHENYANG, J-5
;;;;;;SHENYANG, JJ-5
;;;;;;GUIZHOU, F-6
;;;;;;GUIZHOU, J-6
;;;;;;MIKOYAN, MiG-19
;;;;;;NANCHANG, F-6
MG19*;Fixed-wing;2J/S+;Medium;F;III;NANCHANG, J-6
;;;;;;SHENYANG, F-6
;;;;;;SHENYANG, J-6
;;;;;;SHENYANG, JJ-6
;;;;;;SHENYANG, JZ-6
;;;;;;AEROSTAR (2), Lancer
;;;;;;AEROSTAR (2), MiG-21 Lancer
;;;;;;CHENGDU, Airguard
;;;;;;CHENGDU, F-7
;;;;;;CHENGDU, F-7 Airguard
;;;;;;CHENGDU, F-7 Skybolt
MG21*;Fixed-wing;1J/S+;Medium;F;III;CHENGDU, J-7 CHENGDU, Skybolt
;;;;;;ELBIT, Lancer
;;;;;;ELBIT, MiG-21 Lancer
;;;;;;GUIZHOU, FT-7
;;;;;;GUIZHOU, JJ-7
;;;;;;HINDUSTAN, MiG-21
;;;;;;MIKOYAN, MiG-21
;;;;;;HINDUSTAN, Bahadur
;;;;;;HINDUSTAN, MiG-27 Bahadur
MG23*;Fixed-wing;1J/S+;Medium;F;III;MIKOYAN, Bahadur MIKOYAN, MiG-23
;;;;;;MIKOYAN, MiG-27
;;;;;;MIKOYAN, MiG-27 Bahadur
MG25*;Fixed-wing;2J/L;Medium;E;III;MIKOYAN, MiG-25
;;;;;;MAPO, MiG-29
;;;;;;MAPO, MiG-33
;;;;;;MIKOYAN, Baaz
MG29*;Fixed-wing;2J/L;Medium;E;III;MIKOYAN, MiG-29
;;;;;;MIKOYAN, MiG-29 Baaz
;;;;;;MIKOYAN, MiG-33
;;;;;;MIKOYAN, MiG-35
MG31*;Fixed-wing;2J/L;Medium;E;III;MAPO, MiG-31 MIKOYAN, MiG-31
MG44*;Fixed-wing;2J/L;Medium;E;III;MIKOYAN, MiG 1-44
MGAT*;Fixed-wing;1J/S+;Light;F;III;MAPO, MiG-AT MIKOYAN, MiG-AT
MGIC;Fixed-wing;1P/S;Light;F;I;KAISER, Magic WZL 3, DEKO-9
MGNM;Fixed-wing;1P/S;Light;F;I;AVIATION ENTERPRISES, Magnum
MH02;Fixed-wing;2J/S;Light;F;III;HONDA-MISSISSIPPI, MH-02
MH20;Helicopter;2T/S;Light;F;I;MITSUBISHI, MH-2000
MH46;Fixed-wing;1P/S;Light;F;I;AEROSETTE, Eclipse AEROSETTE, MH-46 Eclipse
MI10;Helicopter;2T/L;Medium;D;I;MIL, Mi-10
MI14;Helicopter;2T/S+;Medium;F;I;MIL, Mi-14
;;;;;;MIL, Mi-2
;;;;;;PZL-SWIDNIK, Bazant
;;;;;;PZL-SWIDNIK, Kania
MI2;Helicopter;2T/S;Light;F;I;PZL-SWIDNIK, Kitty Hawk PZL-SWIDNIK, Mi-2
;;;;;;PZL-SWIDNIK, Mi-2 Bazant
;;;;;;PZL-SWIDNIK, Mi-2 Kania
;;;;;;PZL-SWIDNIK, Mi-2 Kitty Hawk
;;;;;;MIL, AH-2 Sabre
;;;;;;MIL, Caribe
;;;;;;MIL, Mi-24
MI24;Helicopter;2T/S+;Medium;F;I;MIL, Mi-25
;;;;;;MIL, Mi-35
;;;;;;MIL, Mi-35 Caribe
;;;;;;MIL, Sabre
MI26;Helicopter;2T/L;Medium;D;I;MIL, Mi-26
MI28;Helicopter;2T/S+;Medium;F;I;MIL, Mi-28
MI34;Helicopter;1P/S;Light;F;I;MIL, Mi-34
MI38;Helicopter;2T/S+;Medium;F;I;MIL, Mi-38
;;;;;;HARBIN, Xuanfeng
MI4;Helicopter;1P/S+;Light;F;I;HARBIN, Z-5 HARBIN, Z-5 Xuanfeng
;;;;;;MIL, Mi-4
MI6;Helicopter;2T/L;Medium;D;I;MIL, Mi-22 MIL, Mi-6
;;;;;;MIL, Mi-17
;;;;;;MIL, Mi-171
;;;;;;MIL, Mi-172
MI8;Helicopter;2T/S+;Medium;F;I;MIL, Mi-19 MIL, Mi-8
;;;;;;MIL, Mi-9
;;;;;;SICHUAN LANTIAN, Mi-17
;;;;;;SICHUAN LANTIAN, Mi-171
;;;;;;MARMANDE, Microjet 200
MICO;Fixed-wing;2J/S;Light;F;III;MICROJET, Microjet 200
;;;;;;MICROTURB , Microjet 200
MIDR;Fixed-wing;1P/S;Light;F;I;ACBA, ACBA-8 Midour 2 ACBA, Midour 2
;;;;;;AEROCAD, Mini-Imp
MIMP;Fixed-wing;1P/S;Light;F;I;MINI-IMP, Mini-Imp
;;;;;;TAYLOR (2), Mini-Imp
;;;;;;BUSHBY, Midget Mustang
;;;;;;BUSHBY, MM-1 Midget Mustang
MIMU;Fixed-wing;1P/S;Light;F;I;LONG, Midget Mustang LONG, MM-1 Midget Mustang
;;;;;;MUSTANG, Midget Mustang
;;;;;;MUSTANG, MM-1 Midget Mustang
MIR2*;Fixed-wing;1J/S+;Medium;F;III;DASSAULT, Mirage 2000 DASSAULT, Vajra
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
MIRA*;Fixed-wing;1J/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
MITE;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
MJ10;Fixed-wing;1P/S;Light;F;I;
MJ12;Fixed-wing;1P/S;Light;F;I;
MJ1H;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MJ2;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MJ3;Fixed-wing;1P/S;Light;F;I;
MJ4;Fixed-wing;1P/S;Light;F;I;
MJ5;Fixed-wing;1P/S;Light;F;I;
MJ53;Fixed-wing;1P/S;Light;F;I;
MJ55;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MJ7;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MJ77;Fixed-wing;1P/S;Light;F;I;
MJ8;Fixed-wing;1P/S;Light;F;I;
MJ80;Fixed-wing;1P/S;Light;F;I;
MJ9;Fixed-wing;1P/S;Light;F;I;
MJ90;Fixed-wing;1P/S;Light;F;I;
MLER;Fixed-wing;1P/S;Light;F;I;
MM14;Gyrocopter;1P/S;Light;F;I;
MM16;Gyrocopter;1P/S;Light;F;I;
MM19;Gyrocopter;1P/S;Light;F;I;
MM21;Gyrocopter;1P/S;Light;F;I;
MM22;Gyrocopter;1P/S;Light;F;I;
MM24;Gyrocopter;1P/S;Light;F;I;
MMAC;Fixed-wing;1P/S;Light;F;I;
MMAX;Gyrocopter;1P/S;Light;F;I;
;;;;;;MARA WING, 1-L Malamut
MMUT;Fixed-wing;1P/S;Light;F;I;MARA WING, L-1 Malamut
;;;;;;MARA WING, Malamut
MNEX;Fixed-wing;1P/S;Light;F;I;NORMAN, Nordic 8 Mini Explorer
MOCU;Fixed-wing;1P/S;Light;F;I;CULP, MonoCulp
MOGO;Fixed-wing;1P/S;Light;F;I;KINETIC, Mountain Goat MONTAGNE, Mountain Goat
MOL1;Fixed-wing;1P/S;Light;F;I;MOLNIYA, 1
MONA;Fixed-wing;1P/S;Light;F;I;MILES, M-17 Monarch MILES, Monarch
MONI;Fixed-wing;1P/S;Light;F;I;MONNETT, Moni
;;;;;;MORRISEY, 2150
;;;;;;MORRISEY, 2000 Nifty
MOR2;Fixed-wing;1P/S;Light;F;I;MORRISEY, Nifty SHINN, 2150
;;;;;;VARGA, 2150 Kachina
;;;;;;VARGA, Kachina
MOSP;Fixed-wing;1P/S;Light;F;I;MONG, Sport
MOSQ;Fixed-wing;2P/S+;Medium;F;III;DE HAVILLAND, DH-98 Mosquito DE HAVILLAND, Mosquito
MOTO;Fixed-wing;1P/S;Light;F;I;HUMBERT , Moto Du Ciel
MP02;Fixed-wing;1P/S;Light;F;I;AERO-KROS, Czajka AERO-KROS, MP-02 Czajka
;;;;;;PLAN, Busard
MP20;Fixed-wing;1P/S;Light;F;I;PLAN, MP-205 Busard
;;;;;;PLAN, MP-207 Busard
MR25;Fixed-wing;1P/S;Light;F;I;MURPHY, SR-2500 Super Rebel MURPHY, Super Rebel (SR-2500)
;;;;;;MURPHY, Moose
MR35;Fixed-wing;1P/S;Light;F;I;MURPHY, SR-3500 Moose MURPHY, SR-3500 Super Rebel
;;;;;;MURPHY, Super Rebel (SR-3500)
MR3T;Fixed-wing;1T/S;Light;F;I;MURPHY, SR-3500 T-Moose MURPHY, T-Moose
MRAI;Fixed-wing;1P/S;Light;F;I;MONNETT, Monerai P
MRAM;Fixed-wing;1P/S;Light;F;I;HARMON (1), 1-2 Mister America HARMON (1), Mister America
MRF1*;Fixed-wing;1J/S+;Medium;F;III;DASSAULT, Mirage F1
MRJ7;Fixed-wing;2J/L;Medium;D;III;MITSUBISHI, MRJ-70
MRJ9;Fixed-wing;2J/L;Medium;D;III;MITSUBISHI, MRJ-90
;;;;;;CSA, Mermaid
MRMD;@Fixed-wing;1P/S;Light;F;I;CZAW, Mermaid
;;;;;;WET AERO, M-6
MRTN;Fixed-wing;1P/S;Light;F;I;MIRAGE, Marathon
MS1;Fixed-wing;1P/S;Light;F;I;MYSKY, MS-1
MS18;Fixed-wing;1P/S;Light;F;I;SOCATA, MS-200FG Morane
MS23;Fixed-wing;1P/S;Light;F;I;MORANE-SAULNIER, MS-230
MS25;Fixed-wing;1P/S;Light;F;I;SOCATA, MS-200RG Morane
MS30;Fixed-wing;1P/S;Light;F;I;SOCATA, Epsilon 2 SOCATA, MS-300 Epsilon 2
MS31;Fixed-wing;1P/S;Light;F;I;MORANE-SAULNIER, MS-315 MORANE-SAULNIER, MS-317
MS73;Fixed-wing;1P/S;Light;F;I;MORANE-SAULNIER, Alcyon MORANE-SAULNIER, MS-733 Alcyon
;;;;;;DINFIA, MS-760 Paris
MS76*;Fixed-wing;2J/S;Light;F;III;DINFIA, Paris MORANE-SAULNIER, MS-760 Paris
;;;;;;MORANE-SAULNIER, Paris
;;;;;;MORANE-SAULNIER, AI
MSAI;Fixed-wing;1P/S;Light;F;I;MORANE-SAULNIER, MoS-27 MORANE-SAULNIER, MoS-29
;;;;;;MORANE-SAULNIER, MoS-30
MSQ2;Fixed-wing;1P/S;Light;F;I;BACKCOUNTRY, Mackey SQ-2 MACKEY, SQ-2
;;;;;;
MT;Gyrocopter;1P/S;Light;F;I;
;;;;;;
MT2*;Fixed-wing;2J/S+;Medium;F;III;
;;;;;;
;;;;;;
MU2;Fixed-wing;2T/S;Light;F;II;6
;;;;;;
;;;;;;
MU23;Fixed-wing;1P/S;Light;F;I;
MU30;Fixed-wing;2J/S+;Medium;F;III;7
;;;;;;
MUS2;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MVN1;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MVRK;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MX10;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MX1T;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MX2;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MX65;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
MX80;Fixed-wing;1P/S;Light;F;I;
;;;;;;
MXS;Fixed-wing;1P/S;Light;F;I;
MY12;Fixed-wing;1P/S;Light;F;I;
MY13;Fixed-wing;1P/S;Light;F;I;
MYA4;Fixed-wing;4J/H;Heavy;C;III;
MYS4*;Fixed-wing;1J/S+;Medium;F;III;
;;;;;;
;;;;;;
N110;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
N120;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
N250;Fixed-wing;2T/L;Medium;D;III;
;;;;;;
N260;Fixed-wing;2T/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
N262;Fixed-wing;2T/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
N3;Fixed-wing;1P/S;Light;F;I;
;;;;;;
N320;Fixed-wing;1P/S;Light;F;I;
N340;Fixed-wing;1P/S;Light;F;I;
N3N;Fixed-wing;1P/S;Light;F;I;
N5;Fixed-wing;1P/S;Light;F;I;
NA40;Helicopter;2T/S;Light;F;I;
;;;;;;
NAL2;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
NAVI;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
NC85;Fixed-wing;1P/S;Light;F;I;
ND1T;Fixed-wing;1T/S;Light;F;I;
NDAC;Fixed-wing;1P/S;Light;F;I;
NDAT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
NDIC;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
NG4;Fixed-wing;1P/S;Light;F;I;
;;;;;;
NG5;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
NH90;Helicopter;2T/S+;Medium;F;I;
;;;;;;
;;;;;;
;;;;;;
NHCO;Fixed-wing;1P/S;Light;F;I;
NI28;Fixed-wing;1P/S;Light;F;I;
NIBB;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
NIMB;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
NIPR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
NM5;Fixed-wing;1P/S;Light;F;I;
;;;;;;
NMCU;Fixed-wing;1P/S;Light;F;I;
;;;;;;
NNJA;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
NOMA;Fixed-wing;2T/S;Light;F;II;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
NORA;Fixed-wing;2P/L;Medium;D;III;
;;;;;;
;;;;;;
;;;;;;
NORS;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
NPOR;Fixed-wing;1P/S;Light;F;I;
NSTR;Fixed-wing;1P/S;Light;F;I;
NT10;Fixed-wing;1P/S;Light;F;I;
NXT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
O1;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
O3;Fixed-wing;1P/S;Light;F;I;
OH1;Helicopter;2T/S;Light;F;I;
OKHO;Gyrocopter;1P/S;Light;F;I;
OM1;Fixed-wing;1P/S;Light;F;I;
OMAG;Fixed-wing;1P/S;Light;F;I;
OMGA;Fixed-wing;1P/S;Light;F;I;
OMLA;Fixed-wing;1T/S;Light;F;I;
ONE;Fixed-wing;1P/S;Light;F;I;
ONEX;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
OPCA;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
OR10;@Fixed-wing;1P/S;Light;F;I;
OR12;@Fixed-wing;2P/S;Light;F;II;
;;;;;;
;;;;;;
;;;;;;
OSCR;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
;;;;;;
OUDE;Fixed-wing;1P/S;Light;F;I;
OVOD;Fixed-wing;1P/S;Light;F;I;
OZZI;Fixed-wing;1P/S;Light;F;I;
P06T;Fixed-wing;2P/S;Light;F;II;
P1;Fixed-wing;4J/L;Medium;D;III;
P100;Fixed-wing;1P/S;Light;F;I;
P130;Fixed-wing;1P/S;Light;F;I;
P136;@Fixed-wing;2P/S;Light;F;II;4
P148;Fixed-wing;1P/S;Light;F;I;
P149;Fixed-wing;1P/S;Light;F;I;
P180;Fixed-wing;2T/S;Light;F;II;1
P18T;Fixed-wing;1T/S;Light;F;I;
P19;Fixed-wing;1P/S;Light;F;I;
P1HH;Fixed-wing;2T/ NOWGT;;Light;NOWGT;III
;;;;;;
;;;;;;
;;;;;;
P2;Fixed-wing;2P/L;;Medium;D;III
;;;;;;
;;;;;;
;;;;;;
P208;Fixed-wing;1P/S;;Light;F;I
;;;;;;
;;;;;;
P210;Fixed-wing;1P/S;;Light;F;I
;;;;;;
;;;;;;
P212;Fixed-wing;2P/S;;Light;F;II
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P220;Fixed-wing;1P/S;;Light;F;I
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P230;Fixed-wing;1P/S;;Light;F;I
P27;Fixed-wing;1P/S;;Light;F;I
P270;Fixed-wing;1P/S;;Light;F;I
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P28A;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P28B;Fixed-wing;1P/S;Light;F;I;3
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P28R;Fixed-wing;1P/S;Light;F;I;3
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P28S;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P28T;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P28U;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P3;Fixed-wing;4T/L;Medium;D;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P32R;Fixed-wing;1P/S;Light;F;I;3
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P32T;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P337;Fixed-wing;2P/S;Light;F;II;3
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P38;Fixed-wing;2P/S+;Medium;F;III;
;;;;;;
;;;;;;
P39;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
P40;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
P46T;Fixed-wing;1T/S;Light;F;I;4
;;;;;;
;;;;;;
;;;;;;
P47;Fixed-wing;1P/S+;Medium;F;III;
;;;;;;
;;;;;;
P4Y;Fixed-wing;4P/L;Medium;D;III;
;;;;;;
P50;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
P51;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
P57;Fixed-wing;1P/S;Light;F;I;
P60;Fixed-wing;1P/S;Light;F;I;
P61;Fixed-wing;2P/S+;Medium;F;III;
P63;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
